# mu
-3.097012299116304934e+00 -5.282535618413051193e-01 4.769628451705012040e+00
3.092652612648461918e+00 -2.200802065917074835e+00 1.958879160309813683e+00
-3.074259224587944317e+00 1.997036908020203061e+00 -3.024342221849245949e+00
7.854187773619505375e-01 2.103681450839745448e+00 -1.217490417985103823e+00
5.067221813457451596e+00 -5.511962129063453092e-02 -4.974962688765873331e+00
-4.895864186495590964e+00 3.076003082038362285e-02 4.981930969813556764e+00
2.942235684182620492e+00 -1.986009414167082099e+00 3.081133677484127809e+00
-5.549745760556628937e+00 -1.320180054459830776e-01 4.925109461478124118e+00
-1.449053977084439282e+00 1.864451957078192335e+00 -2.585932383707630677e+00
4.117120148336939955e+00 -1.999860656922286539e+00 2.425100652661478229e+00
# sigma0
2.517781672222034306e+00 -1.091902633576028014e+00 -2.643860031038431035e+00
-1.091902633576028014e+00 1.335532965230884939e+00 1.628485948804756278e+00
-2.643860031038431035e+00 1.628485948804756278e+00 3.562020391013721810e+00
# sigma1
2.094680860264339639e+00 7.363166657138127402e-02 -3.603787580759525433e-01
7.363166657138126014e-02 4.680104916321753961e-01 -1.373380234690851354e-01
-3.603787580759525433e-01 -1.373380234690851354e-01 1.892023304835899866e+00
# sigma2
1.935020334429688571e+00 -3.584456247520687727e-02 3.769158173966272868e-02
-3.584456247520689115e-02 4.880957079676406796e-01 -8.235743108120408690e-03
3.769158173966271480e-02 -8.235743108120401751e-03 1.954769698358176599e+00
# sigma3
2.486998003552957359e-01 -2.159092950313099835e-01 2.778834202423197675e-01
-2.159092950313099835e-01 2.855538925026908093e-01 -3.368150561682799471e-01
2.778834202423197675e-01 -3.368150561682800026e-01 4.060426879170759840e-01
# sigma4
9.987044765412336211e-01 4.617072670023739112e-02 -8.779795918169784955e-03
4.617072670023737724e-02 5.214167204355386609e-01 -1.349016064168272709e-02
-8.779795918169783220e-03 -1.349016064168271668e-02 9.332358726737405297e-01
# sigma5
9.023007898052565201e-01 -2.562988964548889442e-02 9.343325633382661144e-02
-2.562988964548889095e-02 4.989765178826583436e-01 -1.154663033439762114e-02
9.343325633382663920e-02 -1.154663033439762461e-02 1.017353914449884433e+00
# sigma6
1.929893624896453774e+00 1.786078068726527565e-02 6.008697870987988326e-02
1.786078068726528259e-02 4.737950196595042684e-01 -6.031780445526794751e-04
6.008697870987989714e-02 -6.031780445526796920e-04 1.939727542592819987e+00
# sigma7
8.904357254784953657e-01 -1.934793041380993006e-02 -2.364289007398563680e-01
-1.934793041380992312e-02 4.506035111373225543e-01 2.890799873534407108e-02
-2.364289007398563680e-01 2.890799873534405720e-02 1.085089167673872090e+00
# sigma8
9.586306869196805636e+00 -1.873404034987739442e+00 -1.178006086462708879e+00
-1.873404034987739442e+00 4.441535624605412735e-01 1.044505153989123275e-01
-1.178006086462708879e+00 1.044505153989123275e-01 4.461804879853419337e-01
# sigma9
1.815160651009897874e+00 -4.091469651454304746e-01 -7.741656461071166895e-01
-4.091469651454304746e-01 1.346971083318037943e+00 3.152495808759479545e-01
-7.741656461071169115e-01 3.152495808759480100e-01 6.030690502523551322e-01
# pi
3.133354765545529833e-03
1.700175997750399959e-02
2.991619149742348882e-01
6.408236766089174400e-04
1.008700926281794474e-01
1.557809187838467002e-01
3.721332246094146701e-01
4.288589819701066341e-02
2.368073141556813199e-03
6.023939246098397593e-03
