4.8812152883983e-93,1.880796659475354e-120,1.7367021303574706e-54,1.0
6.813677487371895e-171,4.878325074154678e-41,6.622529464814726e-120,1.0
8.65946209572528e-83,5.123339261234117e-84,1.0,3.7201877966036655e-160
9.893894589283507e-42,1.7495799430465087e-291,5.023124642747253e-117,1.0
4.3495092907914114e-94,1.1906526646713409e-98,1.0,1.907022864765127e-115
1.0108989702988927e-81,3.9297840188322036e-118,1.0,3.5814848797928864e-116
3.932125610249971e-94,4.850786496109221e-145,3.8589992602169114e-98,1.0
6.610476695238969e-81,3.239942520031399e-123,1.0,6.735330730856595e-103
3.187073085401991e-297,1.0,1.5257317867279753e-43,4.628092652695007e-40
5.844042145192024e-46,1.0231547711856235e-199,1.0,2.3783368548719473e-92
3.03520145374655e-73,4.076462636101035e-137,1.0,3.4167946763300024e-74
7.48993588540759e-74,1.2716964824293144e-195,4.753309750911864e-120,1.0
1.2737493473485938e-89,6.423545975544728e-110,1.0,3.6660383930673916e-81
1.0,0.0,3.0062002822057e-39,2.534948164337611e-28
2.0392663571896207e-60,2.0760057089164267e-160,1.0,8.801726851823833e-71
2.375154483932815e-93,6.655656283476378e-103,1.0,4.016156344068857e-82
8.450736946839696e-73,1.1880912333925097e-143,5.4160889400897235e-42,1.0
1.104325556968122e-84,1.2301702096905325e-117,1.0,1.8386395376811568e-72
2.109474997284802e-102,1.1213528201297527e-133,3.5818222955538176e-110,1.0
0.0,1.0,1.0153109643269869e-70,6.93787277479969e-30
5.4572344997406315e-145,4.708147233329411e-41,1.0,1.9753783853247414e-68
2.768557315588158e-78,2.8080062772943915e-128,1.0,1.0733010831351585e-75
1.0703688473906156e-45,1.4259302032740148e-198,1.0,8.859705333544767e-77
1.0,0.0,2.5828615922168058e-48,3.548834292152866e-52
8.165341998777122e-66,1.948805194007553e-217,1.120404537529751e-117,1.0
0.0,1.0,2.3387691803205813e-57,2.730467612537013e-36
1.3061408877433673e-75,8.450495743689249e-126,1.0,8.552609323595495e-55
1.0,0.0,2.2177172017409878e-42,5.1848599825139544e-80
1.0,0.0,1.9037384885662083e-35,8.420996676996052e-59
1.0,0.0,1.8952524168405398e-36,6.707703417155705e-32
1.5771385285995165e-121,1.0925553687673846e-60,1.6278284786949266e-33,1.0
3.9775048849104855e-135,4.473959258687984e-80,1.5123969630926995e-98,1.0
1.601475210120465e-90,2.442727627950821e-107,1.0,4.3339613386745736e-100
1.7983530758767158e-269,1.0,4.083641442257386e-36,2.9344877384895054e-38
6.819144488517013e-36,1.8384061128622813e-293,7.210991073002051e-90,1.0
5.389812399053444e-77,9.833363617009586e-126,1.0,1.0926139887264733e-60
7.061248288763893e-92,2.009252351126817e-117,4.896264315517255e-50,1.0
1.0,0.0,3.0441304438373774e-40,1.0013420361852591e-81
8.555027458544484e-109,8.98172099384778e-119,1.6426285558536139e-99,1.0
9.97010492e-314,1.0,3.4915605647854955e-41,1.6432811580546879e-44
2.4000368637710435e-90,7.640863701816895e-102,1.0,4.265801100230791e-55
2.6418756215280315e-78,7.624093210994012e-128,1.0,1.841291658038283e-107
3.926901038401042e-118,2.569248174476835e-71,1.0,1.241642258032307e-89
3.9931699692942636e-75,3.69795024400748e-159,8.070465908414391e-60,1.0
